"COMMENT_ID","AUTHOR","DATE","CONTENT","VIDEO_NAME","CLASS"
733,"J STROMMER",2014-08-11 17:32:00,"Take a break from Katie and help me reach 100 subscribers this month!  New  music and free downloads! ﻿","Katy Perry - Roar",1
734,"TheJohnRage",NA,"Alright ladies, if you like this song, then check out John Rage.  He&#39;s a smoking hot rapper coming into the game.  He&#39;s not better than Eminem lyrically, but he&#39;s hotter. Hear some of his songs on my channel.﻿","Eminem - Love The Way You Lie ft. Rihanna",1
735,"Kevin Sosa",2015-05-27 20:04:41.308,"Why so many disliked??????!!!!!!😯﻿","Shakira - Waka Waka",0
736,"Jobs Ho 何祯喬",2015-05-22 13:23:20.077,"Waka waka !!!﻿","Shakira - Waka Waka",0
737,"The Silent Troll Defuser HD",2014-11-13 15:47:27,"Hey guys can you check my YouTube channel I know you hate comments like  this one but I promise if you check my videos it will be entertaining I do  Shotgun Montages,Ninja Defuse Montages and Trolling please guys can you  check them out and thanks have a good day!!!!!!!﻿","PSY - GANGNAM STYLE(?????) M/V",1
738,"Lotoya Bolan",2015-02-20 01:54:39.93,"Check out this video on YouTube:﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
739,"Flynn Rider",2014-08-20 19:04:01,"Watch Maroon 5's latest 2nd single from V (It Was Always You) www.youtube. com/watch?v=TQ046FuAu00﻿","Katy Perry - Roar",1
740,"Andi Arizmendi",2015-05-25 03:30:30.047,"I like it﻿","Eminem - Love The Way You Lie ft. Rihanna",0
741,"Ali Reza Nipu",2013-11-05 06:23:41.092,"I really love watching football and also I’ve started off making income with out financial risk from acquiring bonus deals. It’s this weird technique where you wager on something with one bookmakers and bet against it on Betfair. You secure the bonus as income . A chap named Jim Vanstone is finding the wagers free on his own website Vanstone Secrets (Google it!). I’ve made about 500 quid thus far. And it is cost-free. I guess the bookies pay him to obtain new consumers, yet this actually works.","Shakira - Waka Waka",1
742,"DubCedSky",2015-05-27 13:51:19.674,"Every time I hear this song, I think about Iniesta&#39;s goal against the Netherlands...﻿","Shakira - Waka Waka",0
743,"Sonny Carter",2015-05-19 11:11:27.74,"I love this song﻿","Eminem - Love The Way You Lie ft. Rihanna",0
744,"firo mota",2014-11-04 14:38:42,"please subscribe i am a new youtuber and need help please subscribe and i  will subscribe back :D hoppa HOPPA GaNgAm StYlE﻿","PSY - GANGNAM STYLE(?????) M/V",1
745,"KC Cassette",NA,"Check out my remix to Tyga&#39;s - Molly ft. Whiz Khalifa Peace and love","Eminem - Love The Way You Lie ft. Rihanna",1
746,"Rancy Gaming",2014-11-06 09:41:07,"What free gift cards? Go here  http://www.swagbucks.com/p/register?rb=13017194﻿","PSY - GANGNAM STYLE(?????) M/V",1
747,"Jack Other",2014-08-18 18:05:37,"http://www.amazon.com/Knight-Dawn-cursed-Daniel-N-ebook/dp/B00MPPQHRI/ref=sr_1_7?s=digital-text&amp;%3Bie=UTF8&amp;%3Bqid=1408122684&amp;%3Bsr=1-7&amp;%3Bkeywords=knight&amp;tag=wattpad-20     some people are very talented but some are more talented but there is no  sponsor﻿","Katy Perry - Roar",1
748,"Josh Snow",2015-04-25 00:37:34.423,"Check out this video on YouTube:﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
749,"Daniel Brave",2014-09-29 19:18:09,"https://vimeo.com/107297364﻿","Katy Perry - Roar",1
750,"Lauralyn Karoll",NA,"<a href=""https://www.facebook.com/groups/100877300245414/"">https://www.facebook.com/groups/100877300245414/</a>﻿","Eminem - Love The Way You Lie ft. Rihanna",1
751,"HamzaMurt | Advanced Warefare | Lets Play!",2014-01-19 17:20:58,"SUB 4 SUB PLEASE LIKE THIS COMMENT I WANT A SUCCESFULL YOUTUBE SO PPLEASE LIKE THIS  COMMENT AND SUBSCRIBE IT ONLY TAKES 10 SECONDS PLEASE IF YOU SUBSCRIBE ILL  SUBSCRIBE BACK THANKS﻿","PSY - GANGNAM STYLE(?????) M/V",1
752,"Deyanira  Urena",2015-05-19 23:09:27.619,"That shake and that golden and black robot were really partying ﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0
753,"The NeedleWork",NA,"▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬ CHECK OUT MY CHANNEL ▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬","Eminem - Love The Way You Lie ft. Rihanna",1
754,"Jackal James",2014-11-06 22:53:08,"https://soundcloud.com/jackal-and-james/wrap-up-the-night﻿","PSY - GANGNAM STYLE(?????) M/V",1
755,"Adam B",NA,"adam b beats check out my page","Eminem - Love The Way You Lie ft. Rihanna",1
756,"Laura Brown",2013-10-27 02:55:06.764,"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Duzafizz . Singlewave . Spourmo . Burder . Colorful . Claster . Incandescent . Ambitious . Winooze . Absorbing . Macabre . Crestboot . Boxium . Womanly . Tan . Ybuwyn . Forgetful . Pepelexa . Zealous","Shakira - Waka Waka",1
757,"Ked Woodly",NA,"COFFEE ! LOVERS ! PLEASE ! READ ! Check out a song I wrote and sing on You Tube called COFFEE LOVA.Type COFFEE LOVA like I spell it while your already on You Tube hit enter.Then look for video titled COFFEE LOVA hit enter and BLAST ! OFF !","Eminem - Love The Way You Lie ft. Rihanna",1
758,"YungDreams",NA,"Maybe no one will probably read this. But just in case you do Can You Put A &quot;Thumbs Up &quot;So Others Can See. I Just started rapping seriously (Type in Lunden- 1990 Video) just a simple button? can help my dreams come true. people will ignore this but if you don&#39;t can you listen and subscribe Thank you all God Bless.","Eminem - Love The Way You Lie ft. Rihanna",1
759,"Reynad Gamer",2015-04-04 06:11:32.255,"Subscribe My Channel﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
760,"celebsongspoof",2013-10-27 19:00:17.015,"Hey guys whats up? I found this app that lets you get free gift card vouchers like psn cards,X-box live cards and even amazon gift cards. For free! All you have to do is  simply just download the app from the app store. It is called juno wallet. All you have to do is just sign up for the app and then complete a few surveys or just download some other free apps and you get money like 10 cents. Also, if you type in the code IM2458444. You will also start off with $0.25 free!!","Shakira - Waka Waka",1
761,"Agarra Mela",2014-11-08 09:32:14,"how does this video have 2,127,322,484 views if there are only 7 million  people on earth?﻿","PSY - GANGNAM STYLE(?????) M/V",0
762,"Happy Panda",2015-02-12 01:14:44.306,"Like this comment for no reason.﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
763,"ranferi delgado",2013-10-04 03:56:04.784,"best song eva","Shakira - Waka Waka",0
764,"Greg Porter",NA,"Check out this playlist on YouTube:﻿","Eminem - Love The Way You Lie ft. Rihanna",1
765,"Rolando Viray",2014-09-16 07:11:53,"This Song Was Good Until It Got Overplayed The Hell Out Of On Radio﻿","Katy Perry - Roar",0
766,"Erica Ross",2014-07-27 02:51:43,"Hey guys! Please join me in my fight to help abused/mistreated animals! All  fund will go to helping pay for vet bills/and or helping them find homes! I  will place an extra emphasis on helping disabled animals, ones otherwise  would just be put to sleep by other animal organizations. Donate please. http://www.gofundme.com/Angels-n-Wingz﻿","Katy Perry - Roar",1
767,"Nere Overstylish",2014-08-02 23:12:49,"check out my rapping hope you guys like it  https://soundcloud.com/nereboy/call-of-the-lostproduce-by-atlastatlas-rapper-jkork  and follow and message me :)﻿","Katy Perry - Roar",1
768,"Jakab Norbert",2015-05-26 17:26:02.908,"2010:(﻿","Eminem - Love The Way You Lie ft. Rihanna",0
769,"Shadrach Grentz",2013-07-29 17:39:24.876,"Hey Music Fans I really appreciate any of you who will take the time to read this, and check my music out! I&#39;m just a 15 year old boy DREAMING of being a successful MUSICIAN in the music world. I do lots of covers, and piano covers. But I don&#39;t have money to advertise. A simple thumbs up to my comment, a comment on my videos or a SUBSCRIPTION would be a step forward! It will only be a few seconds of your life that you won&#39;t regret!!! Thank u to all the people who just give me a chance! :)","Shakira - Waka Waka",1
770,"vimal singhania",2015-05-20 09:48:09.938,"SHAKIRA SONG WAKA WAKA﻿","Shakira - Waka Waka",0
771,"Frans Kraanen",2013-09-06 15:57:09.812,"I want to see Shakira, not football :)","Shakira - Waka Waka",0
772,"Shadrach Grentz",2013-08-02 03:15:46.914,"Hey Music Fans I really appreciate any of you who will take the time to read this, and check my music out! I&#39;m just a 15 year old boy DREAMING of being a successful MUSICIAN in the music world. I do lots of covers, and piano covers. But I don&#39;t have money to advertise. A simple thumbs up to my comment, a comment on my videos or a SUBSCRIPTION would be a step forward! It will only be a few seconds of your life that you won&#39;t regret!!! Thank u to all the people who just give me a chance! :)","Shakira - Waka Waka",1
773,"Artsi",2014-01-20 18:52:12,"Pls follow this channel!! http://www.twitch.tv/sevadus﻿","PSY - GANGNAM STYLE(?????) M/V",1
774,"desing",2014-10-08 07:19:15,"Who else would give Katy perry a good old mighty roar? ;)﻿","Katy Perry - Roar",0
775,"Andrew Guasch",NA,"Listen...Check out Andrew Guasch - Crazy, Sick Flow...I&#39;m dope....that&#39;s all there is too it. If you like it Subscribe, if not, Ill be with Aftermath of TDE Soon enough.  One Love,  Peace.","Eminem - Love The Way You Lie ft. Rihanna",1
776,"Eric Carbajal",2015-01-26 18:27:00.309,"Check out this video on YouTube:﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
777,"funtimekid1199",2014-11-07 14:11:41,"http://www.twitch.tv/tareko100 Follow him on twitch and enter the keyword  !5800 and you'll have a chance of winning a really nice and expensive gun  for csgo that you can sell on the steam market﻿","PSY - GANGNAM STYLE(?????) M/V",1
778,"Paola Zelaya Deras",2014-11-07 01:17:29,"This song is so AWESOME!!!She made everything stand out and all the viewers  could imagine themselves at the setting of the video. Awesome Job Katy  Perry!!!!﻿","Katy Perry - Roar",0
779,"Joseph Jackson",NA,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Memory Ferirama Besloor Shame Eggmode Wazzasoft Sasaroo Reiltas Moderock Plifal Shorogyt Value Scale Qerrassa Qiameth Mogotrevo Hoppler Parede Yboiveth Drirathiel","Eminem - Love The Way You Lie ft. Rihanna",1
780,"sheerwill",2015-05-18 13:01:00.402,"I like this song<br />﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0
781,"Sean B",2014-11-10 07:35:42.081,"Check out our app to solve all your party/drunk problems! <br /><a href=""https://play.google.com/store/apps/details?id=vn.ibit.AppLocker&amp;hl=en"">https://play.google.com/store/apps/details?id=vn.ibit.AppLocker&amp;hl=en</a>﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
782,"Nick Amodei",NA,"This past Christmas my dad passed away, to help me cope I picked up a pen and some paper and started to write. Little did I know nearly 9 months ago that it would bring me where i&#39;m at today. Over 7k subscribers and 500k video views. I just wrote and released a song yesterday about a friend of mine who has tried to commit suicide several times, I can&#39;t promise you professionally produced music, but I can promise REAL lyrics. Just click on my picture. Thanks, and thumbs up so others may see?","Eminem - Love The Way You Lie ft. Rihanna",1
783,"css403",2014-11-07 14:25:48,"i am 2,126,492,636 viewer :D﻿","PSY - GANGNAM STYLE(?????) M/V",0
784,"Angie Schear",2015-05-22 16:01:46.636,"This song is true because it is insane because boys will do this to a girl and it is not true that people say that a guy will never do it to a girl but boys YOU LIERS NOW STOP TREATING US GIRLS THIS WAY YOU ALL SUCK!﻿","Eminem - Love The Way You Lie ft. Rihanna",0
785,"TelePricol - FUNNY VIDEOS,ЛУЧШИЕ ПРИКОЛЫ",2015-05-17 14:02:31.882,"SUBSCRIBE TO MY CHANNEL﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
786,"Sabina Pearson-Smith",2013-07-13 13:14:30.021,"I love this song for two reasons: 1.it is about Africa 2.i was born in beautiful south Africa","Shakira - Waka Waka",0
787,"No Name Ass Fuk",2015-05-26 11:13:20.537,"old and good song﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0
788,"Drake Gagne",NA,"Hey guys I&#39;m 87 cypher im 11 years old and Rap is my life I recently made my second album desire ep . please take a moment to check out my album on YouTube thank you very much for reading every like comment and subscription counts","Eminem - Love The Way You Lie ft. Rihanna",1
789,"8-BitMusic",2013-12-27 23:07:50,"Hey guys! Im a 12 yr old music producer. I make chiptunes and 8bit music.  It would be wonderful if you checked out some of my 8bit remixes! I even  have a gangnamstyle 8bit remix if you would like to check that out ;)  Thanks!!","PSY - GANGNAM STYLE(?????) M/V",1
790,"Rafael Diaz Jr",2015-01-25 20:56:06.533,"Check out this video on YouTube:﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
791,"Buffo hrdfjiu",2014-09-13 17:48:14,"I really don't understand how this has 600 million views lol. I'm not  hating or anything, it's just confusing. ﻿","Katy Perry - Roar",0
792,"Yabbamita DBH",2014-11-12 09:30:20,"If the shitty Chinese Government didn't block YouTube over there, there'd  be close to 3 billion views right now. ﻿","PSY - GANGNAM STYLE(?????) M/V",0
793,"Giang Nguyen",2014-11-06 04:54:22,"More... http://www.sunfrogshirts.com/Sunglass-World.html?24398﻿","PSY - GANGNAM STYLE(?????) M/V",1
794,"Alex Lynch",2014-10-14 17:27:28,"C'mon Katy you are so close to 14,000,000 subscribers...come up with  another hit like this and it will happen﻿","Katy Perry - Roar",0
795,"500 Subscribers with no videos?",2015-04-22 17:36:57.326,"Can this channel get 500+ subscribers? You can make that happen :D﻿","Shakira - Waka Waka",1
796,"Ellen Hamilton",2015-05-26 03:40:15.595,"Made five years ago and people still don&#39;t understand the message this song is conveying. For those of you who don&#39;t, understand that domestic violence is no game, women like the fictional one in this video do exist. Living their lives with a man who abuses her, but still chooses to stay for not the love, but for the sexual feeling he gives her. This is quite sad, actually. ﻿","Eminem - Love The Way You Lie ft. Rihanna",0
797,"ZodexHD",2014-11-06 17:50:59,"look at my channel i make minecraft pe lets play ﻿","PSY - GANGNAM STYLE(?????) M/V",1
798,"Comedy Recipe",2013-08-11 03:40:42.801,"Hey guys and girls check out Comedy Recipe for hilarious you tube videos, pranks, and crank calls!","Shakira - Waka Waka",1
799,"LuckyMusiqLive",2014-09-15 17:47:57,"Katy has the voice of gold. this video really brings the lyrics to life. I  am a rapper with 25000 subscribers.. thumbs up if you hate when you take a  shit and the water splashes your nuts﻿","Katy Perry - Roar",1
800,"MrSlowGhost",2014-10-21 15:30:56,"It should be illegal to be this goodlooking as this babe is...﻿","Katy Perry - Roar",0
801,"ibrahim kula",2015-05-20 16:53:38.768,"Best world cup offical song﻿","Shakira - Waka Waka",0
802,"Josh Dummett",NA,"Also check out D.j.j where do i go now and road to recovery","Eminem - Love The Way You Lie ft. Rihanna",1
803,"Metroshuffle",2015-04-06 10:15:16.804,"Check out Melbourne shuffle, everybody!﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
804,"Juris Dumagan",2014-11-12 11:03:25,"I think he was drunk during this :) x)﻿","PSY - GANGNAM STYLE(?????) M/V",0
805,"TMCB production (Instrumental Beats)",NA,"Check out our Channel for nice Beats!!﻿","Eminem - Love The Way You Lie ft. Rihanna",1
806,"LBEProductions",2014-11-12 01:40:22,"Hey guys can you check my channel out plz. I do mine craft videos. Let's  shoot for 20 subs﻿","PSY - GANGNAM STYLE(?????) M/V",1
807,"Goran Theboss",2014-11-06 23:16:52,"https://www.surveymonkey.com/s/CVHMKLT﻿","PSY - GANGNAM STYLE(?????) M/V",1
808,"bebishyne alicdan",2014-10-04 13:16:55.971,"Check out this video on YouTube:﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
809,"Tedi Foto",2014-11-08 09:33:30,"What my gangnam style﻿","PSY - GANGNAM STYLE(?????) M/V",0
810,"superfacoo",NA,"Hey? Everyone Please take a moment to read this. I work my ass off hoping to make it into the music industry but its hard to? get people to hear you when you don’t have money for advertisements and exposure I am a Young Artist who has dreams and goals like everybody else Please take 30 seconds and visit my channel You don’t have to like? me, just give me a chance to prove my talent Also, please take just 1 second of your life and Thumb this comment up it would be Super Helpful.","Eminem - Love The Way You Lie ft. Rihanna",1
811,"derrick lawson",2014-11-12 20:21:27,"https://www.facebook.com/FUDAIRYQUEEN?pnref=story﻿","PSY - GANGNAM STYLE(?????) M/V",1
812,"SergiBeCa Official",2014-09-12 03:39:36,"Can you check my videos please? Don't hate me :( Give me one oportunity﻿","Katy Perry - Roar",1
813,"SRK FAN",2014-11-07 19:18:25,"2 Billion Views For This Piece Of Shit... ~ A R E ~ Y O U ~ K I D D I N G ~ M E ~﻿","PSY - GANGNAM STYLE(?????) M/V",0
814,"Æle Skittles",NA,"subcribe to us an we will subscribe back","Eminem - Love The Way You Lie ft. Rihanna",1
815,"unknown",2014-11-06 14:50:18,"😫😓😏😪😔😖😌😭😎😚😘😙😗😋😝😜😛😍😒😞😷😶😵😳😲😱😟😰😩😨😧😦😥😤😣😮😴😢😡😠😬😕😑😐😯😉😈😇😆😅😄😃😂😁😀😊☺  every single types of face on earth﻿","PSY - GANGNAM STYLE(?????) M/V",0
816,"Greg Fils Aimé",NA,"I hope everyone is in good spirits I&#39;m a hard working student who&#39;s also a passionate singer I look foward to the day when I can make my own music to share But for now I&#39;ve just been doing covers. Check out my channel, I&#39;ve done Covers of Miley Cyrus, Imagine Dragons, Lana Del Rey, Drake, Macklemore, Pink and countless others.  Subscribe only if you want to. My goal isn&#39;t to become famous but to  inspire FYI this isn&#39;t spamming, everyone has a right to freedom of speech. Thanks","Eminem - Love The Way You Lie ft. Rihanna",1
817,"Lindsay Reynolds",2015-01-19 00:40:40.097,"Check out this playlist on YouTube:﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
818,"Ari4Cortez5Ortiz 9Uria",2014-09-18 15:57:36,"Katty perry please say in one of your new videoes that they follow the  Girls Girls please﻿","Katy Perry - Roar",1
819,"Dovydas Baranauskas",2014-11-07 14:29:19,"https://www.tsu.co/Aseris get money here !﻿","PSY - GANGNAM STYLE(?????) M/V",1
820,"BigBird Larry",2015-05-24 09:48:00.835,"Every single one of his songs brings me back to place I can never go back to and it hurts so bad inside﻿","Eminem - Love The Way You Lie ft. Rihanna",0
821,"Jorge Salazar",2015-05-19 18:13:35.054,"Like eminen﻿","Eminem - Love The Way You Lie ft. Rihanna",0
822,"Big BossVEVO",2014-09-22 17:26:19,"follow me on instagram bigboss286﻿","Katy Perry - Roar",1
823,"Erin Williams",2015-05-06 17:19:21.193,"Best. Song. EVER 🙌﻿","Eminem - Love The Way You Lie ft. Rihanna",0
824,"Silvia Bascur",2015-05-28 03:26:23.957,"wow!!!!!! increible song!!!!!!!!!﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0
825,"Candela Camacho",2015-05-25 20:10:45.656,"What nicei⛺♥♥♥♥﻿","Eminem - Love The Way You Lie ft. Rihanna",0
826,"DanteBTV",NA,"Check Out The New Hot Video By Dante B Called Riled Up","Eminem - Love The Way You Lie ft. Rihanna",1
827,"Dj enderman",2014-09-12 13:41:05,"There is 7 bilion poeple on earth Now stop being dumb﻿","Katy Perry - Roar",0
828,"FreshX",NA,"GUYS SHARE THIS VIDEO!!!!!  HE must have 1.000.000.000 views  Share on Facebook, groups, pages!!","Eminem - Love The Way You Lie ft. Rihanna",1
829,"PatrickMcCrowell",2015-02-12 02:30:08.801,"Check out this playlist on YouTube:﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
830,"Emma C",2014-09-18 22:27:19,"i am a big fan of you and i love you﻿","Katy Perry - Roar",0
831,"Adam Mudd",2014-11-07 12:16:08,"How are there 2 billion views and theres only 2 million people in the  world!?!?!?!! MULTIPLE ACCOUNTS!!!1111﻿","PSY - GANGNAM STYLE(?????) M/V",0
832,"none dies virgin life fucks us all",2014-11-07 20:05:35,"You think you're smart?        Headbutt your face.﻿","PSY - GANGNAM STYLE(?????) M/V",0
833,"budhanmike",2014-09-01 03:32:14.127,"Check out this funny video &quot;Cereal Box Knocks out Baby&quot; on my channel.﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
834,"Lil M",NA,"Hi I&#39;m lil m !!! Check out love the way you lie!!!! My live performance and many others,,, videos and my own lyrics!!!!! Thanks","Eminem - Love The Way You Lie ft. Rihanna",1
835,"Laura Brown",NA,"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Busyglide . Sasaroo . Sore . Chillpal . Axiomatic . Naperone . Mere . Undesirable . Agreeable . Encouraging . Imperfect . Roasted . Insidious . Modgone . Quickest . Trelod . Keen . Fresh . Economic . Bocilile","Eminem - Love The Way You Lie ft. Rihanna",1
836,"Sofi Duarte",2014-09-10 23:34:14,"3:46 so cute!﻿","Katy Perry - Roar",0
837,"TheInfectedDoge Gameplay",2014-11-07 05:04:28,"most viewed video in the world﻿","PSY - GANGNAM STYLE(?????) M/V",0
838,"MasterRobotTV",2014-11-06 05:40:43,"http://www.twitch.tv/zxlightsoutxz﻿","PSY - GANGNAM STYLE(?????) M/V",1
839,"Abdou Abdou",2015-05-24 10:01:03.912,"waka waka﻿","Shakira - Waka Waka",0
840,"Noah François",2014-11-05 20:15:09,"Ahhh, 2 years ago....﻿","PSY - GANGNAM STYLE(?????) M/V",0
841,"Zcoria Kelly",2015-05-25 22:43:48.266,"Love this song﻿","Shakira - Waka Waka",0
842,"FAHAD KHAN",2013-07-14 22:06:57.712,"I WILL NEVER FORGET THIS SONG IN MY LIFE LIKE THIS COMMENT OF YOUR HEARING THIS SONG FOR LIKE A YEAR!!!!!","Shakira - Waka Waka",1
843,"diabeat diaBEAT",NA,"I agree they are just damn spammers. They suck. Im trying to do the same and get known. I know the feeling. I will help you out and leave likes and comments on your page. I hope you could do the same and maybe subscribe to me that would be awesome thanks","Eminem - Love The Way You Lie ft. Rihanna",1
844,"Aveonne Walker",2015-05-26 21:36:16.925,"Nice love itttttttt wurkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk﻿","Shakira - Waka Waka",0
845,"Vane Cavazos",2014-09-20 15:39:44,"Katycat! https://m.facebook.com/profile.php?id=1461302180794905﻿","Katy Perry - Roar",1
846,"Trang Le",2013-10-02 00:48:17.158,"Shakira voice sound spanish but that is what make the music sound amazing ♥I LOVE IT","Shakira - Waka Waka",0
847,"Alessandro leite",2014-11-05 22:21:36,"pls http://www10.vakinha.com.br/VaquinhaE.aspx?e=313327 help me get vip gun  cross fire al﻿","PSY - GANGNAM STYLE(?????) M/V",1
848,"seven4justice",NA,"Media is Evil! Please see and share: W W W. THE FARRELL REPORT. NET  Top Ex UK Police Intelligence Analyst turned Whistleblower Tony Farrell exposes a horrific monstrous cover-up perpetrated by criminals operating crimes from inside Mainstream Entertainment and Media Law firms. Beware protect your children!! These devils brutally target innocent people. These are the real criminals linked to London&#39;s 7/7 attacks 2005.  MUST SEE AND MAKE VIRAL!!! Also see UK Column video on 31st January 2013.","Eminem - Love The Way You Lie ft. Rihanna",1
849,"Ke Vin a.k.a. Righteous",2015-05-24 01:57:20.995,"i want to smack this year boy in to forever﻿","Eminem - Love The Way You Lie ft. Rihanna",0
850,"canku alkan",NA,"check out my new EM cover video trailer","Eminem - Love The Way You Lie ft. Rihanna",1
851,"Steve Gallagher",2014-09-13 15:05:12,"Maybe the best music video in the last 15 years? This is how pop music is  done folks!﻿","Katy Perry - Roar",0
852,"Lone Twistt",2013-11-28 17:34:55,"Once you have started reading do not stop. If you do not subscribe to me  within one day you and you're entire family will die so if you want to stay  alive subscribe right now.﻿","PSY - GANGNAM STYLE(?????) M/V",1
853,"andrewregino1",NA,"Check out this video on YouTube:﻿","Eminem - Love The Way You Lie ft. Rihanna",1
854,"tchangkou",2014-12-04 01:31:02.296,"Check out this video on YouTube:﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
855,"Nerdy Peach",2014-10-29 22:44:41,"Hey! I'm NERDY PEACH and I'm a new youtuber and it would mean THE ABSOLUTE  world to me if you could check 'em out! &lt;3  Hope you like them! =D﻿","Katy Perry - Roar",1
856,"michael smith",2014-10-30 05:20:18,"00 : 39 Im pretty sure that tiger just wanted a hug﻿","Katy Perry - Roar",0
857,"Abigail Gustav",2014-10-19 15:28:10,"Best song ever ﻿","Katy Perry - Roar",0
858,"Kane Bradford",2014-10-10 18:09:13,"I love this sooooooooooooong I love katy perry﻿","Katy Perry - Roar",0
859,"Marie Joof",2015-01-13 17:35:36.999,"Check out this video on YouTube:hjalp﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
860,"Epic Gaming",2015-05-28 20:07:20.61,"wierd but funny﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0
861,"Daniel Ebrey",NA,"sorry for the spam yall I know it’s annoying. But if you can spare a min please check out the new track on my channel i&#39;m a upcoming uk rapper.please come check out my songs u might like em. If not no worries I’m sorry for wastin your time. Even thumbs up to get more noticed will really help. peace yall","Eminem - Love The Way You Lie ft. Rihanna",1
862,"Tala sweet",2015-05-21 14:15:23.86,"Best song for ever💜💜😢<br />﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0
863,"Daisy Nieto",2015-05-16 18:16:00.954,"I shuffled while listening to this song. THE ILLNESS IS SPREADING!!﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0
864,"restlesswikiinfo",2014-11-08 10:03:32,"If I knew Korean, this would be even funnier. At least a bit at the end was  in English, but was spoken quite rapidly.﻿","PSY - GANGNAM STYLE(?????) M/V",0
865,"Cromwell John Pascual",2014-11-07 12:51:06,"WAT DA FUCK THIS THE MOST VIEWED VIDEO IN YOUTUBE!﻿","PSY - GANGNAM STYLE(?????) M/V",0
866,"nachopinca3901",2014-11-05 21:14:36,"Stupid people... this video doesnt have 2 billion visits. Have 2 thousands  millions﻿","PSY - GANGNAM STYLE(?????) M/V",0
867,"Hadrien Robalo Marques",2013-10-05 22:31:44.181,"The britishs called that soccer but you know the true word is football and the US Foot is called rugby. That works like that in EUW ( Germany/ Netherland/ France/ Portugal/ Belgium/ Spain/ ... ) Just because the Britishs don&#39;t agree to be like us because they are UNIQUE. That&#39;s the reason why they also refused to have euro (€) as money","Shakira - Waka Waka",1
868,"LUKAZ G",2015-05-23 04:45:12.703,"Was that Meghan fox??﻿","Eminem - Love The Way You Lie ft. Rihanna",0
869,"BloodspitsMusic",NA,"Come check out our music channel! go check out the song &quot;Love Me&quot; by J.E.M.INI! If you do you are a very amazing person, thank you to all who check it out, if you don&#39;t check it out you&#39;re still an amazing person just for reading this post","Eminem - Love The Way You Lie ft. Rihanna",1
870,"TheFegi12",2015-05-19 22:30:57.239,"Not bad﻿","Eminem - Love The Way You Lie ft. Rihanna",0
871,"Vivek Bhardwaj",2015-05-23 22:14:55.993,"amazing song﻿","Eminem - Love The Way You Lie ft. Rihanna",0
872,"Wild 'N' Out",NA,"CHECK OUT Eminem - Rap God LYRIC VIDEO","Eminem - Love The Way You Lie ft. Rihanna",1
873,"Jason Haddad",2013-11-26 02:55:11,"Hey, check out my new website!! This site is about kids stuff. kidsmediausa  . com","PSY - GANGNAM STYLE(?????) M/V",1
874,"Muhd Hafiz",2014-11-12 09:30:31,"WORLD RECORD YOUTUBE VIDEO VIEWS !!!!!! XD﻿","PSY - GANGNAM STYLE(?????) M/V",0
