,COMMENT_ID,AUTHOR,DATE,CONTENT,VIDEO_NAME,CLASS,TOKENIZED
773,774,desing,2014-10-08 07:19:15,Who else would give Katy perry a good old mighty roar? ;)﻿,Katy Perry - Roar,0,"['who', 'else', 'would', 'give', 'katy', 'perry', 'a', 'good', 'old', 'mighty', 'roar', '?', ';', ')', '\ufeff']"
774,775,Andrew Guasch,,"Listen...Check out Andrew Guasch - Crazy, Sick Flow...I&#39;m dope....that&#39;s all there is too it. If you like it Subscribe, if not, Ill be with Aftermath of TDE Soon enough.  One Love,  Peace.",Eminem - Love The Way You Lie ft. Rihanna,1,"['listen', '...', 'check', 'out', 'andrew', 'guasch', '-', 'crazy', ',', 'sick', 'flow', '...', 'i', '&', '#', '39', ';', 'm', 'dope', '...', '.that', '&', '#', '39', ';', 's', 'all', 'there', 'is', 'too', 'it.', 'if', 'you', 'like', 'it', 'subscribe', ',', 'if', 'not', ',', 'ill', 'be', 'with', 'aftermath', 'of', 'tde', 'soon', 'enough.', 'one', 'love', ',', 'peace', '.']"
775,776,Eric Carbajal,2015-01-26 18:27:00.309,Check out this video on YouTube:﻿,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1,"['check', 'out', 'this', 'video', 'on', 'youtube', ':', '\ufeff']"
776,777,funtimekid1199,2014-11-07 14:11:41,http://www.twitch.tv/tareko100 Follow him on twitch and enter the keyword  !5800 and you'll have a chance of winning a really nice and expensive gun  for csgo that you can sell on the steam market﻿,PSY - GANGNAM STYLE(?????) M/V,1,"['http', ':', '//www.twitch.tv/tareko100', 'follow', 'him', 'on', 'twitch', 'and', 'enter', 'the', 'keyword', '!', '5800', 'and', 'you', ""'ll"", 'have', 'a', 'chance', 'of', 'winning', 'a', 'really', 'nice', 'and', 'expensive', 'gun', 'for', 'csgo', 'that', 'you', 'can', 'sell', 'on', 'the', 'steam', 'market\ufeff']"
777,778,Paola Zelaya Deras,2014-11-07 01:17:29,This song is so AWESOME!!!She made everything stand out and all the viewers  could imagine themselves at the setting of the video. Awesome Job Katy  Perry!!!!﻿,Katy Perry - Roar,0,"['this', 'song', 'is', 'so', 'awesome', '!', '!', '!', 'she', 'made', 'everything', 'stand', 'out', 'and', 'all', 'the', 'viewers', 'could', 'imagine', 'themselves', 'at', 'the', 'setting', 'of', 'the', 'video.', 'awesome', 'job', 'katy', 'perry', '!', '!', '!', '!', '\ufeff']"
778,779,Joseph Jackson,,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Memory Ferirama Besloor Shame Eggmode Wazzasoft Sasaroo Reiltas Moderock Plifal Shorogyt Value Scale Qerrassa Qiameth Mogotrevo Hoppler Parede Yboiveth Drirathiel",Eminem - Love The Way You Lie ft. Rihanna,1,"['you', 'guys', 'should', 'check', 'out', 'this', 'extraordinary', 'website', 'called', 'moneygq.com', '.', 'you', 'can', 'make', 'money', 'online', 'and', 'start', 'working', 'from', 'home', 'today', 'as', 'i', 'am', '!', 'i', 'am', 'making', 'over', '$', '3,000+', 'per', 'month', 'at', 'moneygq.com', '!', 'visit', 'moneygq.com', 'and', 'check', 'it', 'out', '!', 'memory', 'ferirama', 'besloor', 'shame', 'eggmode', 'wazzasoft', 'sasaroo', 'reiltas', 'moderock', 'plifal', 'shorogyt', 'value', 'scale', 'qerrassa', 'qiameth', 'mogotrevo', 'hoppler', 'parede', 'yboiveth', 'drirathiel']"
779,780,sheerwill,2015-05-18 13:01:00.402,I like this song<br />﻿,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0,"['i', 'like', 'this', 'song', '<', 'br', '/', '>', '\ufeff']"
780,781,Sean B,2014-11-10 07:35:42.081,"Check out our app to solve all your party/drunk problems! <br /><a href=""https://play.google.com/store/apps/details?id=vn.ibit.AppLocker&amp;hl=en"">https://play.google.com/store/apps/details?id=vn.ibit.AppLocker&amp;hl=en</a>﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1,"['check', 'out', 'our', 'app', 'to', 'solve', 'all', 'your', 'party/drunk', 'problems', '!', '<', 'br', '/', '>', '<', 'a', 'href=', ""''"", 'https', ':', '//play.google.com/store/apps/details', '?', 'id=vn.ibit.applocker', '&', 'amp', ';', 'hl=en', ""''"", '>', 'https', ':', '//play.google.com/store/apps/details', '?', 'id=vn.ibit.applocker', '&', 'amp', ';', 'hl=en', '<', '/a', '>', '\ufeff']"
781,782,Nick Amodei,,"This past Christmas my dad passed away, to help me cope I picked up a pen and some paper and started to write. Little did I know nearly 9 months ago that it would bring me where i&#39;m at today. Over 7k subscribers and 500k video views. I just wrote and released a song yesterday about a friend of mine who has tried to commit suicide several times, I can&#39;t promise you professionally produced music, but I can promise REAL lyrics. Just click on my picture. Thanks, and thumbs up so others may see?",Eminem - Love The Way You Lie ft. Rihanna,1,"['this', 'past', 'christmas', 'my', 'dad', 'passed', 'away', ',', 'to', 'help', 'me', 'cope', 'i', 'picked', 'up', 'a', 'pen', 'and', 'some', 'paper', 'and', 'started', 'to', 'write.', 'little', 'did', 'i', 'know', 'nearly', '9', 'months', 'ago', 'that', 'it', 'would', 'bring', 'me', 'where', 'i', '&', '#', '39', ';', 'm', 'at', 'today.', 'over', '7k', 'subscribers', 'and', '500k', 'video', 'views.', 'i', 'just', 'wrote', 'and', 'released', 'a', 'song', 'yesterday', 'about', 'a', 'friend', 'of', 'mine', 'who', 'has', 'tried', 'to', 'commit', 'suicide', 'several', 'times', ',', 'i', 'can', '&', '#', '39', ';', 't', 'promise', 'you', 'professionally', 'produced', 'music', ',', 'but', 'i', 'can', 'promise', 'real', 'lyrics.', 'just', 'click', 'on', 'my', 'picture.', 'thanks', ',', 'and', 'thumbs', 'up', 'so', 'others', 'may', 'see', '?']"
782,783,css403,2014-11-07 14:25:48,"i am 2,126,492,636 viewer :D﻿",PSY - GANGNAM STYLE(?????) M/V,0,"['i', 'am', '2,126,492,636', 'viewer', ':', 'd\ufeff']"
783,784,Angie Schear,2015-05-22 16:01:46.636,This song is true because it is insane because boys will do this to a girl and it is not true that people say that a guy will never do it to a girl but boys YOU LIERS NOW STOP TREATING US GIRLS THIS WAY YOU ALL SUCK!﻿,Eminem - Love The Way You Lie ft. Rihanna,0,"['this', 'song', 'is', 'true', 'because', 'it', 'is', 'insane', 'because', 'boys', 'will', 'do', 'this', 'to', 'a', 'girl', 'and', 'it', 'is', 'not', 'true', 'that', 'people', 'say', 'that', 'a', 'guy', 'will', 'never', 'do', 'it', 'to', 'a', 'girl', 'but', 'boys', 'you', 'liers', 'now', 'stop', 'treating', 'us', 'girls', 'this', 'way', 'you', 'all', 'suck', '!', '\ufeff']"
784,785,"TelePricol - FUNNY VIDEOS,ЛУЧШИЕ ПРИКОЛЫ",2015-05-17 14:02:31.882,SUBSCRIBE TO MY CHANNEL﻿,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1,"['subscribe', 'to', 'my', 'channel\ufeff']"
785,786,Sabina Pearson-Smith,2013-07-13 13:14:30.021,I love this song for two reasons: 1.it is about Africa 2.i was born in beautiful south Africa,Shakira - Waka Waka,0,"['i', 'love', 'this', 'song', 'for', 'two', 'reasons', ':', '1.it', 'is', 'about', 'africa', '2.i', 'was', 'born', 'in', 'beautiful', 'south', 'africa']"
786,787,No Name Ass Fuk,2015-05-26 11:13:20.537,old and good song﻿,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0,"['old', 'and', 'good', 'song\ufeff']"
787,788,Drake Gagne,,Hey guys I&#39;m 87 cypher im 11 years old and Rap is my life I recently made my second album desire ep . please take a moment to check out my album on YouTube thank you very much for reading every like comment and subscription counts,Eminem - Love The Way You Lie ft. Rihanna,1,"['hey', 'guys', 'i', '&', '#', '39', ';', 'm', '87', 'cypher', 'im', '11', 'years', 'old', 'and', 'rap', 'is', 'my', 'life', 'i', 'recently', 'made', 'my', 'second', 'album', 'desire', 'ep', '.', 'please', 'take', 'a', 'moment', 'to', 'check', 'out', 'my', 'album', 'on', 'youtube', 'thank', 'you', 'very', 'much', 'for', 'reading', 'every', 'like', 'comment', 'and', 'subscription', 'counts']"
788,789,8-BitMusic,2013-12-27 23:07:50,Hey guys! Im a 12 yr old music producer. I make chiptunes and 8bit music.  It would be wonderful if you checked out some of my 8bit remixes! I even  have a gangnamstyle 8bit remix if you would like to check that out ;)  Thanks!!,PSY - GANGNAM STYLE(?????) M/V,1,"['hey', 'guys', '!', 'im', 'a', '12', 'yr', 'old', 'music', 'producer.', 'i', 'make', 'chiptunes', 'and', '8bit', 'music.', 'it', 'would', 'be', 'wonderful', 'if', 'you', 'checked', 'out', 'some', 'of', 'my', '8bit', 'remixes', '!', 'i', 'even', 'have', 'a', 'gangnamstyle', '8bit', 'remix', 'if', 'you', 'would', 'like', 'to', 'check', 'that', 'out', ';', ')', 'thanks', '!', '!']"
789,790,Rafael Diaz Jr,2015-01-25 20:56:06.533,Check out this video on YouTube:﻿,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1,"['check', 'out', 'this', 'video', 'on', 'youtube', ':', '\ufeff']"
790,791,Buffo hrdfjiu,2014-09-13 17:48:14,"I really don't understand how this has 600 million views lol. I'm not  hating or anything, it's just confusing. ﻿",Katy Perry - Roar,0,"['i', 'really', 'do', ""n't"", 'understand', 'how', 'this', 'has', '600', 'million', 'views', 'lol.', 'i', ""'m"", 'not', 'hating', 'or', 'anything', ',', 'it', ""'s"", 'just', 'confusing.', '\ufeff']"
791,792,Yabbamita DBH,2014-11-12 09:30:20,"If the shitty Chinese Government didn't block YouTube over there, there'd  be close to 3 billion views right now. ﻿",PSY - GANGNAM STYLE(?????) M/V,0,"['if', 'the', 'shitty', 'chinese', 'government', 'did', ""n't"", 'block', 'youtube', 'over', 'there', ',', 'there', ""'d"", 'be', 'close', 'to', '3', 'billion', 'views', 'right', 'now.', '\ufeff']"
792,793,Giang Nguyen,2014-11-06 04:54:22,More... http://www.sunfrogshirts.com/Sunglass-World.html?24398﻿,PSY - GANGNAM STYLE(?????) M/V,1,"['more', '...', 'http', ':', '//www.sunfrogshirts.com/sunglass-world.html', '?', '24398\ufeff']"
793,794,Alex Lynch,2014-10-14 17:27:28,"C'mon Katy you are so close to 14,000,000 subscribers...come up with  another hit like this and it will happen﻿",Katy Perry - Roar,0,"[""c'mon"", 'katy', 'you', 'are', 'so', 'close', 'to', '14,000,000', 'subscribers', '...', 'come', 'up', 'with', 'another', 'hit', 'like', 'this', 'and', 'it', 'will', 'happen\ufeff']"
794,795,500 Subscribers with no videos?,2015-04-22 17:36:57.326,Can this channel get 500+ subscribers? You can make that happen :D﻿,Shakira - Waka Waka,1,"['can', 'this', 'channel', 'get', '500+', 'subscribers', '?', 'you', 'can', 'make', 'that', 'happen', ':', 'd\ufeff']"
795,796,Ellen Hamilton,2015-05-26 03:40:15.595,"Made five years ago and people still don&#39;t understand the message this song is conveying. For those of you who don&#39;t, understand that domestic violence is no game, women like the fictional one in this video do exist. Living their lives with a man who abuses her, but still chooses to stay for not the love, but for the sexual feeling he gives her. This is quite sad, actually. ﻿",Eminem - Love The Way You Lie ft. Rihanna,0,"['made', 'five', 'years', 'ago', 'and', 'people', 'still', 'don', '&', '#', '39', ';', 't', 'understand', 'the', 'message', 'this', 'song', 'is', 'conveying.', 'for', 'those', 'of', 'you', 'who', 'don', '&', '#', '39', ';', 't', ',', 'understand', 'that', 'domestic', 'violence', 'is', 'no', 'game', ',', 'women', 'like', 'the', 'fictional', 'one', 'in', 'this', 'video', 'do', 'exist.', 'living', 'their', 'lives', 'with', 'a', 'man', 'who', 'abuses', 'her', ',', 'but', 'still', 'chooses', 'to', 'stay', 'for', 'not', 'the', 'love', ',', 'but', 'for', 'the', 'sexual', 'feeling', 'he', 'gives', 'her.', 'this', 'is', 'quite', 'sad', ',', 'actually.', '\ufeff']"
796,797,ZodexHD,2014-11-06 17:50:59,look at my channel i make minecraft pe lets play ﻿,PSY - GANGNAM STYLE(?????) M/V,1,"['look', 'at', 'my', 'channel', 'i', 'make', 'minecraft', 'pe', 'lets', 'play', '\ufeff']"
797,798,Comedy Recipe,2013-08-11 03:40:42.801,"Hey guys and girls check out Comedy Recipe for hilarious you tube videos, pranks, and crank calls!",Shakira - Waka Waka,1,"['hey', 'guys', 'and', 'girls', 'check', 'out', 'comedy', 'recipe', 'for', 'hilarious', 'you', 'tube', 'videos', ',', 'pranks', ',', 'and', 'crank', 'calls', '!']"
798,799,LuckyMusiqLive,2014-09-15 17:47:57,Katy has the voice of gold. this video really brings the lyrics to life. I  am a rapper with 25000 subscribers.. thumbs up if you hate when you take a  shit and the water splashes your nuts﻿,Katy Perry - Roar,1,"['katy', 'has', 'the', 'voice', 'of', 'gold.', 'this', 'video', 'really', 'brings', 'the', 'lyrics', 'to', 'life.', 'i', 'am', 'a', 'rapper', 'with', '25000', 'subscribers..', 'thumbs', 'up', 'if', 'you', 'hate', 'when', 'you', 'take', 'a', 'shit', 'and', 'the', 'water', 'splashes', 'your', 'nuts\ufeff']"
799,800,MrSlowGhost,2014-10-21 15:30:56,It should be illegal to be this goodlooking as this babe is...﻿,Katy Perry - Roar,0,"['it', 'should', 'be', 'illegal', 'to', 'be', 'this', 'goodlooking', 'as', 'this', 'babe', 'is', '...', '\ufeff']"
800,801,ibrahim kula,2015-05-20 16:53:38.768,Best world cup offical song﻿,Shakira - Waka Waka,0,"['best', 'world', 'cup', 'offical', 'song\ufeff']"
801,802,Josh Dummett,,Also check out D.j.j where do i go now and road to recovery,Eminem - Love The Way You Lie ft. Rihanna,1,"['also', 'check', 'out', 'd.j.j', 'where', 'do', 'i', 'go', 'now', 'and', 'road', 'to', 'recovery']"
802,803,Metroshuffle,2015-04-06 10:15:16.804,"Check out Melbourne shuffle, everybody!﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1,"['check', 'out', 'melbourne', 'shuffle', ',', 'everybody', '!', '\ufeff']"
803,804,Juris Dumagan,2014-11-12 11:03:25,I think he was drunk during this :) x)﻿,PSY - GANGNAM STYLE(?????) M/V,0,"['i', 'think', 'he', 'was', 'drunk', 'during', 'this', ':', ')', 'x', ')', '\ufeff']"
804,805,TMCB production (Instrumental Beats),,Check out our Channel for nice Beats!!﻿,Eminem - Love The Way You Lie ft. Rihanna,1,"['check', 'out', 'our', 'channel', 'for', 'nice', 'beats', '!', '!', '\ufeff']"
805,806,LBEProductions,2014-11-12 01:40:22,Hey guys can you check my channel out plz. I do mine craft videos. Let's  shoot for 20 subs﻿,PSY - GANGNAM STYLE(?????) M/V,1,"['hey', 'guys', 'can', 'you', 'check', 'my', 'channel', 'out', 'plz.', 'i', 'do', 'mine', 'craft', 'videos.', 'let', ""'s"", 'shoot', 'for', '20', 'subs\ufeff']"
806,807,Goran Theboss,2014-11-06 23:16:52,https://www.surveymonkey.com/s/CVHMKLT﻿,PSY - GANGNAM STYLE(?????) M/V,1,"['https', ':', '//www.surveymonkey.com/s/cvhmklt\ufeff']"
807,808,bebishyne alicdan,2014-10-04 13:16:55.971,Check out this video on YouTube:﻿,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1,"['check', 'out', 'this', 'video', 'on', 'youtube', ':', '\ufeff']"
808,809,Tedi Foto,2014-11-08 09:33:30,What my gangnam style﻿,PSY - GANGNAM STYLE(?????) M/V,0,"['what', 'my', 'gangnam', 'style\ufeff']"
809,810,superfacoo,,"Hey? Everyone Please take a moment to read this. I work my ass off hoping to make it into the music industry but its hard to? get people to hear you when you don’t have money for advertisements and exposure I am a Young Artist who has dreams and goals like everybody else Please take 30 seconds and visit my channel You don’t have to like? me, just give me a chance to prove my talent Also, please take just 1 second of your life and Thumb this comment up it would be Super Helpful.",Eminem - Love The Way You Lie ft. Rihanna,1,"['hey', '?', 'everyone', 'please', 'take', 'a', 'moment', 'to', 'read', 'this.', 'i', 'work', 'my', 'ass', 'off', 'hoping', 'to', 'make', 'it', 'into', 'the', 'music', 'industry', 'but', 'its', 'hard', 'to', '?', 'get', 'people', 'to', 'hear', 'you', 'when', 'you', 'don’t', 'have', 'money', 'for', 'advertisements', 'and', 'exposure', 'i', 'am', 'a', 'young', 'artist', 'who', 'has', 'dreams', 'and', 'goals', 'like', 'everybody', 'else', 'please', 'take', '30', 'seconds', 'and', 'visit', 'my', 'channel', 'you', 'don’t', 'have', 'to', 'like', '?', 'me', ',', 'just', 'give', 'me', 'a', 'chance', 'to', 'prove', 'my', 'talent', 'also', ',', 'please', 'take', 'just', '1', 'second', 'of', 'your', 'life', 'and', 'thumb', 'this', 'comment', 'up', 'it', 'would', 'be', 'super', 'helpful', '.']"
810,811,derrick lawson,2014-11-12 20:21:27,https://www.facebook.com/FUDAIRYQUEEN?pnref=story﻿,PSY - GANGNAM STYLE(?????) M/V,1,"['https', ':', '//www.facebook.com/fudairyqueen', '?', 'pnref=story\ufeff']"
811,812,SergiBeCa Official,2014-09-12 03:39:36,Can you check my videos please? Don't hate me :( Give me one oportunity﻿,Katy Perry - Roar,1,"['can', 'you', 'check', 'my', 'videos', 'please', '?', 'do', ""n't"", 'hate', 'me', ':', '(', 'give', 'me', 'one', 'oportunity\ufeff']"
812,813,SRK FAN,2014-11-07 19:18:25,2 Billion Views For This Piece Of Shit... ~ A R E ~ Y O U ~ K I D D I N G ~ M E ~﻿,PSY - GANGNAM STYLE(?????) M/V,0,"['2', 'billion', 'views', 'for', 'this', 'piece', 'of', 'shit', '...', '~', 'a', 'r', 'e', '~', 'y', 'o', 'u', '~', 'k', 'i', 'd', 'd', 'i', 'n', 'g', '~', 'm', 'e', '~\ufeff']"
813,814,Æle Skittles,,subcribe to us an we will subscribe back,Eminem - Love The Way You Lie ft. Rihanna,1,"['subcribe', 'to', 'us', 'an', 'we', 'will', 'subscribe', 'back']"
814,815,unknown,2014-11-06 14:50:18,😫😓😏😪😔😖😌😭😎😚😘😙😗😋😝😜😛😍😒😞😷😶😵😳😲😱😟😰😩😨😧😦😥😤😣😮😴😢😡😠😬😕😑😐😯😉😈😇😆😅😄😃😂😁😀😊☺  every single types of face on earth﻿,PSY - GANGNAM STYLE(?????) M/V,0,"['😫😓😏😪😔😖😌😭😎😚😘😙😗😋😝😜😛😍😒😞😷😶😵😳😲😱😟😰😩😨😧😦😥😤😣😮😴😢😡😠😬😕😑😐😯😉😈😇😆😅😄😃😂😁😀😊☺', 'every', 'single', 'types', 'of', 'face', 'on', 'earth\ufeff']"
815,816,Greg Fils Aimé,,"I hope everyone is in good spirits I&#39;m a hard working student who&#39;s also a passionate singer I look foward to the day when I can make my own music to share But for now I&#39;ve just been doing covers. Check out my channel, I&#39;ve done Covers of Miley Cyrus, Imagine Dragons, Lana Del Rey, Drake, Macklemore, Pink and countless others.  Subscribe only if you want to. My goal isn&#39;t to become famous but to  inspire FYI this isn&#39;t spamming, everyone has a right to freedom of speech. Thanks",Eminem - Love The Way You Lie ft. Rihanna,1,"['i', 'hope', 'everyone', 'is', 'in', 'good', 'spirits', 'i', '&', '#', '39', ';', 'm', 'a', 'hard', 'working', 'student', 'who', '&', '#', '39', ';', 's', 'also', 'a', 'passionate', 'singer', 'i', 'look', 'foward', 'to', 'the', 'day', 'when', 'i', 'can', 'make', 'my', 'own', 'music', 'to', 'share', 'but', 'for', 'now', 'i', '&', '#', '39', ';', 've', 'just', 'been', 'doing', 'covers.', 'check', 'out', 'my', 'channel', ',', 'i', '&', '#', '39', ';', 've', 'done', 'covers', 'of', 'miley', 'cyrus', ',', 'imagine', 'dragons', ',', 'lana', 'del', 'rey', ',', 'drake', ',', 'macklemore', ',', 'pink', 'and', 'countless', 'others.', 'subscribe', 'only', 'if', 'you', 'want', 'to.', 'my', 'goal', 'isn', '&', '#', '39', ';', 't', 'to', 'become', 'famous', 'but', 'to', 'inspire', 'fyi', 'this', 'isn', '&', '#', '39', ';', 't', 'spamming', ',', 'everyone', 'has', 'a', 'right', 'to', 'freedom', 'of', 'speech.', 'thanks']"
816,817,Lindsay Reynolds,2015-01-19 00:40:40.097,Check out this playlist on YouTube:﻿,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1,"['check', 'out', 'this', 'playlist', 'on', 'youtube', ':', '\ufeff']"
817,818,Ari4Cortez5Ortiz 9Uria,2014-09-18 15:57:36,Katty perry please say in one of your new videoes that they follow the  Girls Girls please﻿,Katy Perry - Roar,1,"['katty', 'perry', 'please', 'say', 'in', 'one', 'of', 'your', 'new', 'videoes', 'that', 'they', 'follow', 'the', 'girls', 'girls', 'please\ufeff']"
818,819,Dovydas Baranauskas,2014-11-07 14:29:19,https://www.tsu.co/Aseris get money here !﻿,PSY - GANGNAM STYLE(?????) M/V,1,"['https', ':', '//www.tsu.co/aseris', 'get', 'money', 'here', '!', '\ufeff']"
819,820,BigBird Larry,2015-05-24 09:48:00.835,Every single one of his songs brings me back to place I can never go back to and it hurts so bad inside﻿,Eminem - Love The Way You Lie ft. Rihanna,0,"['every', 'single', 'one', 'of', 'his', 'songs', 'brings', 'me', 'back', 'to', 'place', 'i', 'can', 'never', 'go', 'back', 'to', 'and', 'it', 'hurts', 'so', 'bad', 'inside\ufeff']"
820,821,Jorge Salazar,2015-05-19 18:13:35.054,Like eminen﻿,Eminem - Love The Way You Lie ft. Rihanna,0,"['like', 'eminen\ufeff']"
821,822,Big BossVEVO,2014-09-22 17:26:19,follow me on instagram bigboss286﻿,Katy Perry - Roar,1,"['follow', 'me', 'on', 'instagram', 'bigboss286\ufeff']"
822,823,Erin Williams,2015-05-06 17:19:21.193,Best. Song. EVER 🙌﻿,Eminem - Love The Way You Lie ft. Rihanna,0,"['best.', 'song.', 'ever', '🙌\ufeff']"
823,824,Silvia Bascur,2015-05-28 03:26:23.957,wow!!!!!! increible song!!!!!!!!!﻿,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0,"['wow', '!', '!', '!', '!', '!', '!', 'increible', 'song', '!', '!', '!', '!', '!', '!', '!', '!', '!', '\ufeff']"
824,825,Candela Camacho,2015-05-25 20:10:45.656,What nicei⛺♥♥♥♥﻿,Eminem - Love The Way You Lie ft. Rihanna,0,"['what', 'nicei⛺♥♥♥♥\ufeff']"
825,826,DanteBTV,,Check Out The New Hot Video By Dante B Called Riled Up,Eminem - Love The Way You Lie ft. Rihanna,1,"['check', 'out', 'the', 'new', 'hot', 'video', 'by', 'dante', 'b', 'called', 'riled', 'up']"
826,827,Dj enderman,2014-09-12 13:41:05,There is 7 bilion poeple on earth Now stop being dumb﻿,Katy Perry - Roar,0,"['there', 'is', '7', 'bilion', 'poeple', 'on', 'earth', 'now', 'stop', 'being', 'dumb\ufeff']"
827,828,FreshX,,"GUYS SHARE THIS VIDEO!!!!!  HE must have 1.000.000.000 views  Share on Facebook, groups, pages!!",Eminem - Love The Way You Lie ft. Rihanna,1,"['guys', 'share', 'this', 'video', '!', '!', '!', '!', '!', 'he', 'must', 'have', '1.000.000.000', 'views', 'share', 'on', 'facebook', ',', 'groups', ',', 'pages', '!', '!']"
828,829,PatrickMcCrowell,2015-02-12 02:30:08.801,Check out this playlist on YouTube:﻿,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1,"['check', 'out', 'this', 'playlist', 'on', 'youtube', ':', '\ufeff']"
829,830,Emma C,2014-09-18 22:27:19,i am a big fan of you and i love you﻿,Katy Perry - Roar,0,"['i', 'am', 'a', 'big', 'fan', 'of', 'you', 'and', 'i', 'love', 'you\ufeff']"
830,831,Adam Mudd,2014-11-07 12:16:08,How are there 2 billion views and theres only 2 million people in the  world!?!?!?!! MULTIPLE ACCOUNTS!!!1111﻿,PSY - GANGNAM STYLE(?????) M/V,0,"['how', 'are', 'there', '2', 'billion', 'views', 'and', 'theres', 'only', '2', 'million', 'people', 'in', 'the', 'world', '!', '?', '!', '?', '!', '?', '!', '!', 'multiple', 'accounts', '!', '!', '!', '1111\ufeff']"
831,832,none dies virgin life fucks us all,2014-11-07 20:05:35,You think you're smart?        Headbutt your face.﻿,PSY - GANGNAM STYLE(?????) M/V,0,"['you', 'think', 'you', ""'re"", 'smart', '?', 'headbutt', 'your', 'face.\ufeff']"
832,833,budhanmike,2014-09-01 03:32:14.127,Check out this funny video &quot;Cereal Box Knocks out Baby&quot; on my channel.﻿,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1,"['check', 'out', 'this', 'funny', 'video', '&', 'quot', ';', 'cereal', 'box', 'knocks', 'out', 'baby', '&', 'quot', ';', 'on', 'my', 'channel.\ufeff']"
833,834,Lil M,,"Hi I&#39;m lil m !!! Check out love the way you lie!!!! My live performance and many others,,, videos and my own lyrics!!!!! Thanks",Eminem - Love The Way You Lie ft. Rihanna,1,"['hi', 'i', '&', '#', '39', ';', 'm', 'lil', 'm', '!', '!', '!', 'check', 'out', 'love', 'the', 'way', 'you', 'lie', '!', '!', '!', '!', 'my', 'live', 'performance', 'and', 'many', 'others', ',', ',', ',', 'videos', 'and', 'my', 'own', 'lyrics', '!', '!', '!', '!', '!', 'thanks']"
834,835,Laura Brown,,"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Busyglide . Sasaroo . Sore . Chillpal . Axiomatic . Naperone . Mere . Undesirable . Agreeable . Encouraging . Imperfect . Roasted . Insidious . Modgone . Quickest . Trelod . Keen . Fresh . Economic . Bocilile",Eminem - Love The Way You Lie ft. Rihanna,1,"['you', 'guys', 'should', 'check', 'out', 'this', 'extraordinary', 'website', 'called', 'firepa.com', '.', 'you', 'can', 'make', 'money', 'online', 'and', 'start', 'working', 'from', 'home', 'today', 'as', 'i', 'am', '!', 'i', 'am', 'making', 'over', '$', '3,000+', 'per', 'month', 'at', 'firepa.com', '!', 'visit', 'firepa.com', 'and', 'check', 'it', 'out', '!', 'lake', '.', 'busyglide', '.', 'sasaroo', '.', 'sore', '.', 'chillpal', '.', 'axiomatic', '.', 'naperone', '.', 'mere', '.', 'undesirable', '.', 'agreeable', '.', 'encouraging', '.', 'imperfect', '.', 'roasted', '.', 'insidious', '.', 'modgone', '.', 'quickest', '.', 'trelod', '.', 'keen', '.', 'fresh', '.', 'economic', '.', 'bocilile']"
835,836,Sofi Duarte,2014-09-10 23:34:14,3:46 so cute!﻿,Katy Perry - Roar,0,"['3:46', 'so', 'cute', '!', '\ufeff']"
836,837,TheInfectedDoge Gameplay,2014-11-07 05:04:28,most viewed video in the world﻿,PSY - GANGNAM STYLE(?????) M/V,0,"['most', 'viewed', 'video', 'in', 'the', 'world\ufeff']"
837,838,MasterRobotTV,2014-11-06 05:40:43,http://www.twitch.tv/zxlightsoutxz﻿,PSY - GANGNAM STYLE(?????) M/V,1,"['http', ':', '//www.twitch.tv/zxlightsoutxz\ufeff']"
838,839,Abdou Abdou,2015-05-24 10:01:03.912,waka waka﻿,Shakira - Waka Waka,0,"['waka', 'waka\ufeff']"
839,840,Noah François,2014-11-05 20:15:09,"Ahhh, 2 years ago....﻿",PSY - GANGNAM STYLE(?????) M/V,0,"['ahhh', ',', '2', 'years', 'ago', '...', '.\ufeff']"
840,841,Zcoria Kelly,2015-05-25 22:43:48.266,Love this song﻿,Shakira - Waka Waka,0,"['love', 'this', 'song\ufeff']"
